month,state,district,age_0_5,age_5_17,age_18_greater,total_enrolment
2025-10,Jharkhand,Pashchimi Singhbhum,69,50,0,119
2025-10,Jharkhand,Purbi Singhbhum,209,36,0,245
2025-10,Jharkhand,Ramgarh,391,223,1,615
2025-10,Jharkhand,Ranchi,1394,687,26,2107
2025-10,Jharkhand,Sahebganj,591,402,1,994
2025-10,Jharkhand,Sahibganj,52,35,0,87
2025-10,Jharkhand,Seraikela-Kharsawan,444,189,19,652
2025-10,Jharkhand,Seraikela-kharsawan,103,53,0,156
2025-10,Jharkhand,Simdega,286,97,0,383
2025-10,Jharkhand,West Singhbhum,811,503,8,1322
2025-10,Karnataka,Bagalkot,1080,189,7,1276
2025-10,Karnataka,Bagalkot *,51,6,0,57
2025-10,Karnataka,Ballari,425,52,6,483
2025-10,Karnataka,Bangalore,1218,318,2,1538
2025-10,Karnataka,Bangalore Rural,413,52,31,496
2025-10,Karnataka,Belagavi,1387,134,30,1551
2025-10,Karnataka,Belgaum,1127,186,1,1314
2025-10,Karnataka,Bellary,645,130,0,775
2025-10,Karnataka,Bengaluru,2486,849,413,3748
2025-10,Karnataka,Bengaluru Rural,1,0,0,1
2025-10,Karnataka,Bengaluru South,2,27,0,29
2025-10,Karnataka,Bidar,790,155,8,953
2025-10,Karnataka,Bijapur,592,190,2,784
2025-10,Karnataka,Chamarajanagar,55,5,0,60
2025-10,Karnataka,Chamarajanagar *,8,0,0,8
2025-10,Karnataka,Chamrajanagar,442,49,6,497
2025-10,Karnataka,Chamrajnagar,75,4,0,79
2025-10,Karnataka,Chickmagalur,226,25,0,251
2025-10,Karnataka,Chikkaballapur,594,68,0,662
2025-10,Karnataka,Chikkamagaluru,207,19,9,235
2025-10,Karnataka,Chikmagalur,32,2,0,34
2025-10,Karnataka,Chitradurga,804,74,15,893
2025-10,Karnataka,Dakshina Kannada,1262,152,42,1456
2025-10,Karnataka,Davanagere,68,16,0,84
2025-10,Karnataka,Davangere,738,92,7,837
2025-10,Karnataka,Dharwad,986,104,7,1097
2025-10,Karnataka,Gadag,591,53,1,645
2025-10,Karnataka,Gadag *,16,0,0,16
2025-10,Karnataka,Gulbarga,741,145,0,886
2025-10,Karnataka,Hasan,180,10,0,190
2025-10,Karnataka,Hassan,462,29,2,493
2025-10,Karnataka,Haveri,730,52,10,792
2025-10,Karnataka,Haveri *,23,1,0,24
2025-10,Karnataka,Kalaburagi,726,92,4,822
2025-10,Karnataka,Kodagu,230,27,9,266
2025-10,Karnataka,Kolar,698,67,6,771
2025-10,Karnataka,Koppal,793,136,9,938
2025-10,Karnataka,Mandya,706,29,29,764
2025-10,Karnataka,Mysore,681,48,0,729
2025-10,Karnataka,Mysuru,655,51,17,723
2025-10,Karnataka,Raichur,1553,400,20,1973
2025-10,Karnataka,Ramanagar,488,57,0,545
2025-10,Karnataka,Shimoga,368,25,0,393
2025-10,Karnataka,Shivamogga,380,30,16,426
2025-10,Karnataka,Tumakuru,586,33,20,639
2025-10,Karnataka,Tumkur,629,37,0,666
2025-10,Karnataka,Udupi,708,60,13,781
2025-10,Karnataka,Uttara Kannada,661,49,5,715
2025-10,Karnataka,Vijayanagara,345,52,12,409
2025-10,Karnataka,Vijayapura,735,152,17,904
2025-10,Karnataka,Yadgir,965,235,2,1202
2025-10,Karnataka,yadgir,126,17,0,143
2025-10,Kerala,Alappuzha,614,230,27,871
2025-10,Kerala,Ernakulam,1013,369,38,1420
2025-10,Kerala,Idukki,339,69,7,415
2025-10,Kerala,Kannur,869,357,43,1269
2025-10,Kerala,Kasaragod,577,186,33,796
2025-10,Kerala,Kasargod,72,20,0,92
2025-10,Kerala,Kollam,864,248,60,1172
2025-10,Kerala,Kottayam,607,200,12,819
2025-10,Kerala,Kozhikode,921,421,47,1389
2025-10,Kerala,Malappuram,2035,997,73,3105
2025-10,Kerala,Palakkad,1122,363,60,1545
2025-10,Kerala,Pathanamthitta,329,102,24,455
2025-10,Kerala,Thiruvananthapuram,1226,330,49,1605
2025-10,Kerala,Thrissur,1320,444,62,1826
2025-10,Kerala,Wayanad,276,68,3,347
2025-10,Ladakh,Kargil,43,36,3,82
2025-10,Ladakh,Leh,23,4,2,29
2025-10,Lakshadweep,Lakshadweep,42,2,0,44
2025-10,Madhya Pradesh,Agar Malwa,275,65,0,340
2025-10,Madhya Pradesh,Alirajpur,514,313,0,827
2025-10,Madhya Pradesh,Anuppur,527,67,5,599
2025-10,Madhya Pradesh,Ashok Nagar,326,116,18,460
2025-10,Madhya Pradesh,Balaghat,1091,71,3,1165
2025-10,Madhya Pradesh,Barwani,869,371,4,1244
2025-10,Madhya Pradesh,Betul,1041,140,11,1192
2025-10,Madhya Pradesh,Bhind,610,321,33,964
2025-10,Madhya Pradesh,Bhopal,1658,196,15,1869
2025-10,Madhya Pradesh,Burhanpur,423,124,16,563
2025-10,Madhya Pradesh,Chhatarpur,1036,466,17,1519
2025-10,Madhya Pradesh,Chhindwara,1687,105,25,1817
2025-10,Madhya Pradesh,Damoh,931,180,11,1122
2025-10,Madhya Pradesh,Datia,378,138,2,518
2025-10,Madhya Pradesh,Dewas,1158,227,1,1386
2025-10,Madhya Pradesh,Dhar,1203,402,123,1728
2025-10,Madhya Pradesh,Dindori,447,50,0,497
2025-10,Madhya Pradesh,East Nimar,392,268,0,660
2025-10,Madhya Pradesh,Guna,784,223,0,1007
2025-10,Madhya Pradesh,Gwalior,961,330,38,1329
2025-10,Madhya Pradesh,Harda,240,52,2,294
2025-10,Madhya Pradesh,Harda *,79,14,0,93
2025-10,Madhya Pradesh,Hoshangabad,733,140,0,873
2025-10,Madhya Pradesh,Indore,2066,581,107,2754
2025-10,Madhya Pradesh,Jabalpur,1909,340,0,2249
2025-10,Madhya Pradesh,Jhabua,688,651,94,1433
2025-10,Madhya Pradesh,Katni,1580,385,17,1982
2025-10,Madhya Pradesh,Khandwa,384,184,2,570
2025-10,Madhya Pradesh,Khargone,974,305,39,1318
2025-10,Madhya Pradesh,Maihar,79,6,7,92
2025-10,Madhya Pradesh,Mandla,855,50,2,907
2025-10,Madhya Pradesh,Mandsaur,1291,113,6,1410
2025-10,Madhya Pradesh,Mauganj,104,19,0,123
2025-10,Madhya Pradesh,Morena,1104,453,110,1667
2025-10,Madhya Pradesh,Narmadapuram,97,19,2,118
2025-10,Madhya Pradesh,Narsimhapur,130,31,0,161
2025-10,Madhya Pradesh,Narsinghpur,437,143,19,599
2025-10,Madhya Pradesh,Neemuch,654,109,0,763
2025-10,Madhya Pradesh,Niwari,15,2,1,18
2025-10,Madhya Pradesh,Pandhurna,9,1,23,33
2025-10,Madhya Pradesh,Panna,1153,407,19,1579
2025-10,Madhya Pradesh,Raisen,887,178,35,1100
2025-10,Madhya Pradesh,Rajgarh,651,202,12,865
2025-10,Madhya Pradesh,Ratlam,953,212,1,1166
2025-10,Madhya Pradesh,Rewa,2152,309,6,2467
2025-10,Madhya Pradesh,Sagar,1594,233,86,1913
2025-10,Madhya Pradesh,Satna,2028,397,13,2438
2025-10,Madhya Pradesh,Sehore,511,107,8,626
2025-10,Madhya Pradesh,Seoni,836,84,4,924
2025-10,Madhya Pradesh,Shahdol,766,168,5,939
2025-10,Madhya Pradesh,Shajapur,918,154,4,1076
2025-10,Madhya Pradesh,Sheopur,246,172,1,419
2025-10,Madhya Pradesh,Shivpuri,574,353,325,1252
2025-10,Madhya Pradesh,Sidhi,1391,126,5,1522
2025-10,Madhya Pradesh,Singrauli,1315,207,0,1522
2025-10,Madhya Pradesh,Tikamgarh,854,229,4,1087
2025-10,Madhya Pradesh,Ujjain,2110,274,14,2398
2025-10,Madhya Pradesh,Umaria,803,157,0,960
2025-10,Madhya Pradesh,Vidisha,773,174,15,962
2025-10,Madhya Pradesh,West Nimar,117,29,1,147
2025-10,Maharashtra,Ahmadnagar,1334,331,22,1687
2025-10,Maharashtra,Ahmed Nagar,43,8,0,51
2025-10,Maharashtra,Akola,688,72,4,764
2025-10,Maharashtra,Amravati,929,127,18,1074
2025-10,Maharashtra,Aurangabad,1663,477,4,2144
2025-10,Maharashtra,Beed,904,215,7,1126
2025-10,Maharashtra,Bhandara,252,6,2,260
2025-10,Maharashtra,Bid,112,22,0,134
2025-10,Maharashtra,Buldana,199,17,0,216
2025-10,Maharashtra,Buldhana,806,120,3,929
2025-10,Maharashtra,Chandrapur,512,36,9,557
2025-10,Maharashtra,Chatrapati Sambhaji Nagar,21,20,1,42
2025-10,Maharashtra,Chhatrapati Sambhajinagar,71,68,135,274
2025-10,Maharashtra,Dharashiv,19,6,13,38
2025-10,Maharashtra,Dhule,788,384,62,1234
2025-10,Maharashtra,Gadchiroli,267,30,1,298
2025-10,Maharashtra,Gondia,5,1,0,6
2025-10,Maharashtra,Gondiya,483,9,0,492
2025-10,Maharashtra,Gondiya *,13,1,0,14
2025-10,Maharashtra,Hingoli,504,101,26,631
2025-10,Maharashtra,Jalgaon,1392,269,11,1672
2025-10,Maharashtra,Jalna,877,149,0,1026
2025-10,Maharashtra,Kolhapur,1332,181,54,1567
2025-10,Maharashtra,Latur,913,188,12,1113
2025-10,Maharashtra,Mumbai,1943,689,4,2636
2025-10,Maharashtra,Mumbai City,479,69,24,572
2025-10,Maharashtra,Mumbai Suburban,1479,365,62,1906
2025-10,Maharashtra,Mumbai( Sub Urban ),56,21,0,77
2025-10,Maharashtra,Nagpur,1458,213,12,1683
2025-10,Maharashtra,Nanded,1197,256,47,1500
2025-10,Maharashtra,Nandurbar,1078,243,27,1348
2025-10,Maharashtra,Nandurbar *,23,5,0,28
2025-10,Maharashtra,Nashik,2162,584,33,2779
2025-10,Maharashtra,Osmanabad,590,105,0,695
2025-10,Maharashtra,Palghar,1144,359,23,1526
2025-10,Maharashtra,Parbhani,957,171,23,1151
2025-10,Maharashtra,Pune,3896,849,144,4889
2025-10,Maharashtra,Raigad,305,62,3,370
2025-10,Maharashtra,Raigarh,845,135,0,980
2025-10,Maharashtra,Raigarh(MH),15,0,0,15
2025-10,Maharashtra,Ratnagiri,536,36,2,574
2025-10,Maharashtra,Sangli,795,134,24,953
2025-10,Maharashtra,Satara,797,89,18,904
2025-10,Maharashtra,Sindhudurg,211,7,3,221
2025-10,Maharashtra,Solapur,1528,330,20,1878
2025-10,Maharashtra,Thane,3651,1238,53,4942
2025-10,Maharashtra,Wardha,298,22,0,320
2025-10,Maharashtra,Washim,469,37,7,513
2025-10,Maharashtra,Washim *,6,1,0,7
2025-10,Maharashtra,Yavatmal,995,174,20,1189
2025-10,Manipur,Bishnupur,107,114,1,222
2025-10,Manipur,Chandel,32,101,1,134
2025-10,Manipur,Churachandpur,172,282,15,469
2025-10,Manipur,Imphal East,115,160,4,279
2025-10,Manipur,Imphal West,125,111,1,237
2025-10,Manipur,Jiribam,13,38,0,51
2025-10,Manipur,Kakching,6,19,0,25
2025-10,Manipur,Pherzawl,0,1,0,1
2025-10,Manipur,Senapati,207,183,4,394
2025-10,Manipur,Tamenglong,78,175,16,269
2025-10,Manipur,Thoubal,90,129,3,222
2025-10,Manipur,Ukhrul,84,113,5,202
2025-10,Meghalaya,East Garo Hills,26,135,78,239
2025-10,Meghalaya,East Jaintia Hills,38,85,105,228
2025-10,Meghalaya,East Khasi Hills,236,527,638,1401
2025-10,Meghalaya,Eastern West Khasi Hills,1,63,2,66
2025-10,Meghalaya,Jaintia Hills,4,0,0,4
2025-10,Meghalaya,North Garo Hills,17,87,46,150
2025-10,Meghalaya,Ri Bhoi,65,135,260,460
2025-10,Meghalaya,South Garo Hills,29,206,14,249
2025-10,Meghalaya,South West Garo Hills,88,76,42,206
2025-10,Meghalaya,South West Khasi Hills,45,78,49,172
2025-10,Meghalaya,West Garo Hills,290,282,242,814
2025-10,Meghalaya,West Jaintia Hills,81,203,93,377
2025-10,Meghalaya,West Khasi Hills,118,223,297,638
2025-10,Mizoram,Aizawl,198,85,45,328
2025-10,Mizoram,Champhai,136,22,19,177
2025-10,Mizoram,Khawzawl,0,1,20,21
2025-10,Mizoram,Kolasib,41,11,3,55
2025-10,Mizoram,Lawngtlai,66,17,12,95
2025-10,Mizoram,Lunglei,90,11,0,101
2025-10,Mizoram,Mamit,37,9,3,49
2025-10,Mizoram,Mammit,19,5,0,24
2025-10,Mizoram,Saiha,47,18,5,70
2025-10,Mizoram,Saitual,1,0,5,6
2025-10,Mizoram,Serchhip,20,5,3,28
2025-10,Nagaland,Chumukedima,6,10,2,18
2025-10,Nagaland,Dimapur,115,125,8,248
2025-10,Nagaland,Kiphire,40,182,5,227
2025-10,Nagaland,Kohima,69,116,8,193
2025-10,Nagaland,Longleng,6,17,0,23
2025-10,Nagaland,Meluri,0,5,0,5
2025-10,Nagaland,Mokokchung,21,44,3,68
2025-10,Nagaland,Mon,114,246,15,375
2025-10,Nagaland,Niuland,8,3,0,11
2025-10,Nagaland,Noklak,12,61,3,76
2025-10,Nagaland,Peren,23,52,12,87
2025-10,Nagaland,Phek,42,147,3,192
2025-10,Nagaland,Shamator,1,34,0,35
2025-10,Nagaland,Tseminyu,3,7,1,11
2025-10,Nagaland,Tuensang,95,82,4,181
2025-10,Nagaland,Wokha,17,40,0,57
2025-10,Nagaland,Zunheboto,31,129,3,163
2025-10,Odisha,ANUGUL,3,0,0,3
2025-10,Odisha,Angul,371,72,8,451
2025-10,Odisha,Anugal,0,2,0,2
2025-10,Odisha,Anugul,11,2,0,13
2025-10,Odisha,Balangir,859,219,23,1101
2025-10,Odisha,Baleshwar,147,44,0,191
2025-10,Odisha,Baleswar,1032,268,1,1301
2025-10,Odisha,Bargarh,876,171,2,1049
2025-10,Odisha,Baudh,30,7,0,37
2025-10,Odisha,Bhadrak,736,242,1,979
2025-10,Odisha,Boudh,256,67,0,323
2025-10,Odisha,Cuttack,792,195,4,991
2025-10,Odisha,Debagarh,133,25,0,158
2025-10,Odisha,Dhenkanal,375,87,0,462
2025-10,Odisha,Gajapati,281,49,2,332
2025-10,Odisha,Ganjam,1324,188,0,1512
2025-10,Odisha,JAJPUR,355,87,13,455
2025-10,Odisha,Jagatsinghapur,1128,73,9,1210
2025-10,Odisha,Jagatsinghpur,196,17,0,213
2025-10,Odisha,Jajapur,405,112,2,519
2025-10,Odisha,Jajpur,3,2,0,5
2025-10,Odisha,Jharsuguda,243,20,0,263
2025-10,Odisha,Kalahandi,760,251,22,1033
2025-10,Odisha,Kandhamal,464,80,7,551
2025-10,Odisha,Kendrapara,602,137,42,781
2025-10,Odisha,Kendujhar,689,161,4,854
2025-10,Odisha,Khorda,650,131,60,841
2025-10,Odisha,Khordha,64,14,0,78
2025-10,Odisha,Koraput,568,236,2,806
2025-10,Odisha,Malkangiri,286,86,0,372
2025-10,Odisha,Mayurbhanj,1290,392,25,1707
2025-10,Odisha,NUAPADA,6,2,0,8
2025-10,Odisha,Nabarangapur,868,404,8,1280
2025-10,Odisha,Nayagarh,429,53,3,485
2025-10,Odisha,Nuapada,319,76,0,395
2025-10,Odisha,Puri,565,117,2,684
2025-10,Odisha,Rayagada,399,135,0,534
2025-10,Odisha,Sambalpur,454,55,0,509
2025-10,Odisha,Sonapur,238,35,0,273
2025-10,Odisha,Subarnapur,67,14,0,81
2025-10,Odisha,Sundargarh,86,21,0,107
2025-10,Odisha,Sundergarh,608,123,6,737
2025-10,Odisha,jajpur,1,1,0,2
2025-10,Orissa,Anugul,8,2,0,10
2025-10,Orissa,Balangir,64,20,0,84
2025-10,Orissa,Baleshwar,86,11,0,97
2025-10,Orissa,Baleswar,1,0,0,1
2025-10,Orissa,Bargarh,16,3,0,19
2025-10,Orissa,Baudh,2,0,0,2
2025-10,Orissa,Bhadrak,70,9,0,79
2025-10,Orissa,Cuttack,66,14,0,80
2025-10,Orissa,Debagarh,2,0,0,2
2025-10,Orissa,Dhenkanal,22,4,0,26
2025-10,Orissa,Ganjam,86,5,0,91
2025-10,Orissa,Jagatsinghapur,9,0,0,9
2025-10,Orissa,Jajapur,18,3,0,21
2025-10,Orissa,Jharsuguda,9,0,0,9
2025-10,Orissa,Kalahandi,3,0,0,3
2025-10,Orissa,Kandhamal,5,0,0,5
2025-10,Orissa,Kendrapara,11,1,0,12
2025-10,Orissa,Kendujhar,5,2,0,7
2025-10,Orissa,Khorda,1,0,0,1
2025-10,Orissa,Khordha,111,19,0,130
2025-10,Orissa,Koraput,13,7,0,20
2025-10,Orissa,Malkangiri,4,0,0,4
2025-10,Orissa,Mayurbhanj,4,0,0,4
2025-10,Orissa,Nabarangapur,1,0,0,1
2025-10,Orissa,Nayagarh,22,0,0,22
2025-10,Orissa,Nuapada,1,0,0,1
2025-10,Orissa,Puri,35,4,0,39
2025-10,Orissa,Rayagada,17,9,0,26
2025-10,Orissa,Sambalpur,9,1,0,10
2025-10,Orissa,Sonapur,4,0,0,4
2025-10,Orissa,Subarnapur,3,0,0,3
2025-10,Orissa,Sundargarh,29,4,0,33
2025-10,Pondicherry,Karaikal,32,3,0,35
2025-10,Pondicherry,Pondicherry,180,17,0,197
2025-10,Pondicherry,Yanam,5,0,0,5
2025-10,Puducherry,Karaikal,79,10,2,91
2025-10,Puducherry,Pondicherry,1,0,0,1
2025-10,Puducherry,Puducherry,222,20,1,243
2025-10,Puducherry,Yanam,1,0,0,1
2025-10,Punjab,Amritsar,866,165,14,1045
2025-10,Punjab,Barnala,218,12,2,232
2025-10,Punjab,Bathinda,466,60,1,527
2025-10,Punjab,Faridkot,108,22,3,133
2025-10,Punjab,Fatehgarh Sahib,163,37,5,205
2025-10,Punjab,Fazilka,281,48,1,330
2025-10,Punjab,Ferozepur,227,30,0,257
2025-10,Punjab,Firozpur,47,7,0,54
2025-10,Punjab,Gurdaspur,726,79,12,817
2025-10,Punjab,Hoshiarpur,472,40,11,523
2025-10,Punjab,Jalandhar,770,179,21,970
2025-10,Punjab,Kapurthala,182,33,109,324
2025-10,Punjab,Ludhiana,1230,273,56,1559
2025-10,Punjab,Malerkotla,138,33,1,172
2025-10,Punjab,Mansa,204,19,5,228
2025-10,Punjab,Moga,217,23,21,261
2025-10,Punjab,Muktsar,47,6,0,53
2025-10,Punjab,Nawanshahr,37,4,0,41
2025-10,Punjab,Pathankot,154,12,0,166
2025-10,Punjab,Patiala,602,95,23,720
2025-10,Punjab,Rupnagar,159,16,3,178
2025-10,Punjab,S.A.S Nagar(Mohali),42,9,0,51
2025-10,Punjab,SAS Nagar (Mohali),409,78,13,500
2025-10,Punjab,Sangrur,339,29,3,371
2025-10,Punjab,Shaheed Bhagat Singh Nagar,124,15,10,149
2025-10,Punjab,Sri Muktsar Sahib,162,25,0,187
2025-10,Punjab,Tarn Taran,487,55,4,546
2025-10,Rajasthan,Ajmer,1146,404,5,1555
2025-10,Rajasthan,Alwar,2103,1129,38,3270
2025-10,Rajasthan,Banswara,533,408,0,941
2025-10,Rajasthan,Baran,450,175,6,631
2025-10,Rajasthan,Barmer,1430,705,4,2139
2025-10,Rajasthan,Bharatpur,1363,972,16,2351
2025-10,Rajasthan,Bhilwara,959,391,20,1370
2025-10,Rajasthan,Bikaner,739,655,16,1410
2025-10,Rajasthan,Bundi,379,175,4,558
2025-10,Rajasthan,Chittaurgarh,28,12,0,40
2025-10,Rajasthan,Chittorgarh,316,178,3,497
2025-10,Rajasthan,Churu,978,560,8,1546
2025-10,Rajasthan,Dausa,674,317,0,991
2025-10,Rajasthan,Deeg,2,3,0,5
2025-10,Rajasthan,Dhaulpur,9,8,0,17
2025-10,Rajasthan,Dholpur,614,363,3,980
2025-10,Rajasthan,Dungarpur,563,365,1,929
2025-10,Rajasthan,Ganganagar,578,178,2,758
2025-10,Rajasthan,Hanumangarh,493,180,0,673
2025-10,Rajasthan,Jaipur,2359,1156,13,3528
2025-10,Rajasthan,Jaisalmer,271,165,7,443
2025-10,Rajasthan,Jalor,920,801,5,1726
2025-10,Rajasthan,Jhalawar,577,302,1,880
2025-10,Rajasthan,Jhunjhunu,35,20,0,55
2025-10,Rajasthan,Jhunjhunun,1011,330,12,1353
2025-10,Rajasthan,Jodhpur,1505,702,9,2216
2025-10,Rajasthan,Karauli,722,369,0,1091
2025-10,Rajasthan,Kota,776,314,12,1102
2025-10,Rajasthan,Nagaur,1384,611,18,2013
2025-10,Rajasthan,Pali,887,411,7,1305
2025-10,Rajasthan,Pratapgarh,284,141,0,425
2025-10,Rajasthan,Rajsamand,464,243,4,711
2025-10,Rajasthan,Sawai Madhopur,612,326,26,964
2025-10,Rajasthan,Sikar,1092,444,1,1537
2025-10,Rajasthan,Sirohi,508,420,17,945
2025-10,Rajasthan,Tonk,535,187,17,739
2025-10,Rajasthan,Udaipur,1245,965,14,2224
2025-10,Sikkim,East,41,27,0,68
2025-10,Sikkim,East Sikkim,40,26,5,71
2025-10,Sikkim,Mangan,0,1,0,1
2025-10,Sikkim,Namchi,0,1,3,4
2025-10,Sikkim,North,10,0,0,10
2025-10,Sikkim,North Sikkim,12,8,0,20
2025-10,Sikkim,South,11,22,0,33
2025-10,Sikkim,South Sikkim,9,18,1,28
2025-10,Sikkim,West,25,21,2,48
2025-10,Sikkim,West Sikkim,21,19,3,43
2025-10,Tamil Nadu,Ariyalur,392,90,24,506
2025-10,Tamil Nadu,Chengalpattu,141,41,0,182
2025-10,Tamil Nadu,Chennai,1439,418,13,1870
2025-10,Tamil Nadu,Coimbatore,1520,382,0,1902
2025-10,Tamil Nadu,Cuddalore,1264,206,0,1470
2025-10,Tamil Nadu,Dharmapuri,999,172,14,1185
2025-10,Tamil Nadu,Dindigul,805,251,0,1056
2025-10,Tamil Nadu,Erode,966,243,0,1209
2025-10,Tamil Nadu,Kallakurichi,152,18,1,171
2025-10,Tamil Nadu,Kancheepuram,1746,703,2,2451
2025-10,Tamil Nadu,Kanchipuram,0,1,0,1
2025-10,Tamil Nadu,Kanniyakumari,444,30,0,474
2025-10,Tamil Nadu,Kanyakumari,421,21,0,442
2025-10,Tamil Nadu,Karur,593,117,0,710
2025-10,Tamil Nadu,Krishnagiri,741,170,0,911
2025-10,Tamil Nadu,Madurai,1623,202,1,1826
2025-10,Tamil Nadu,Mayiladuthurai,88,11,0,99
2025-10,Tamil Nadu,Nagapattinam,594,146,0,740
2025-10,Tamil Nadu,Namakkal,776,126,0,902
2025-10,Tamil Nadu,Perambalur,375,44,0,419
2025-10,Tamil Nadu,Pudukkottai,918,289,3,1210
2025-10,Tamil Nadu,Ramanathapuram,621,148,5,774
2025-10,Tamil Nadu,Ranipet,19,2,0,21
2025-10,Tamil Nadu,Salem,1609,311,17,1937
2025-10,Tamil Nadu,Sivaganga,687,118,0,805
2025-10,Tamil Nadu,Tenkasi,231,21,0,252
2025-10,Tamil Nadu,Thanjavur,1025,275,0,1300
2025-10,Tamil Nadu,The Nilgiris,257,102,0,359
2025-10,Tamil Nadu,Theni,608,109,0,717
2025-10,Tamil Nadu,Thiruvallur,46,13,0,59
2025-10,Tamil Nadu,Thiruvarur,551,120,0,671
2025-10,Tamil Nadu,Thoothukkudi,922,230,0,1152
2025-10,Tamil Nadu,Tiruchirappalli,1467,364,0,1831
2025-10,Tamil Nadu,Tirunelveli,1826,321,0,2147
2025-10,Tamil Nadu,Tirupattur,191,21,0,212
2025-10,Tamil Nadu,Tiruppur,966,228,1,1195
2025-10,Tamil Nadu,Tiruvallur,1603,554,5,2162
2025-10,Tamil Nadu,Tiruvannamalai,1228,140,0,1368
2025-10,Tamil Nadu,Vellore,1572,225,0,1797
2025-10,Tamil Nadu,Villupuram,986,209,0,1195
2025-10,Tamil Nadu,Viluppuram,757,160,0,917
2025-10,Tamil Nadu,Virudhunagar,833,136,0,969
2025-10,Telangana,Adilabad,574,101,0,675
2025-10,Telangana,Bhadradri Kothagudem,549,187,13,749
2025-10,Telangana,Hanumakonda,227,30,1,258
2025-10,Telangana,Hyderabad,3289,740,58,4087
2025-10,Telangana,Jagitial,355,25,0,380
2025-10,Telangana,Jangaon,25,4,0,29
2025-10,Telangana,Jangoan,221,40,0,261
2025-10,Telangana,Jayashankar Bhupalpally,185,51,0,236
2025-10,Telangana,Jogulamba Gadwal,436,99,0,535
2025-10,Telangana,K.v. Rangareddy,3359,958,24,4341
2025-10,Telangana,Kamareddy,453,36,0,489
2025-10,Telangana,Karimnagar,1365,191,1,1557
2025-10,Telangana,Khammam,690,179,2,871
2025-10,Telangana,Komaram Bheem,201,43,0,244
2025-10,Telangana,Mahabubabad,329,67,0,396
2025-10,Telangana,Mahabubnagar,1889,671,2,2562
2025-10,Telangana,Mancherial,235,39,0,274
2025-10,Telangana,Medak,1697,400,3,2100
2025-10,Telangana,Medchal-malkajgiri,791,234,24,1049
2025-10,Telangana,Medchal?malkajgiri,1,0,0,1
2025-10,Telangana,Medchal−malkajgiri,126,18,0,144
2025-10,Telangana,Mulugu,165,79,0,244
2025-10,Telangana,Nagarkurnool,230,71,0,301
2025-10,Telangana,Nalgonda,1389,348,0,1737
2025-10,Telangana,Narayanpet,267,73,0,340
2025-10,Telangana,Nirmal,270,19,2,291
2025-10,Telangana,Nizamabad,1595,148,0,1743
2025-10,Telangana,Peddapalli,120,16,1,137
2025-10,Telangana,Rajanna Sircilla,250,11,1,262
2025-10,Telangana,Rangareddy,60,10,0,70
2025-10,Telangana,Sangareddy,596,150,1,747
2025-10,Telangana,Siddipet,467,49,0,516
2025-10,Telangana,Suryapet,480,79,1,560
2025-10,Telangana,Vikarabad,510,152,0,662
2025-10,Telangana,Wanaparthy,294,122,0,416
2025-10,Telangana,Warangal,643,125,0,768
2025-10,Telangana,Warangal (urban),2,0,0,2
2025-10,Telangana,Warangal Rural,164,22,0,186
2025-10,Telangana,Warangal Urban,148,19,2,169
2025-10,Telangana,Yadadri.,309,40,0,349
2025-10,Tripura,Dhalai,107,83,5,195
2025-10,Tripura,Dhalai  *,1,1,0,2
2025-10,Tripura,Gomati,55,27,1,83
2025-10,Tripura,Khowai,44,12,8,64
2025-10,Tripura,North Tripura,135,59,0,194
2025-10,Tripura,Sepahijala,189,79,2,270
2025-10,Tripura,South Tripura,227,152,0,379
2025-10,Tripura,Unakoti,102,25,7,134
2025-10,Tripura,West Tripura,380,148,27,555
2025-10,Uttar Pradesh,Agra,1652,1236,64,2952
2025-10,Uttar Pradesh,Aligarh,1213,983,37,2233
2025-10,Uttar Pradesh,Allahabad,1392,1289,22,2703
2025-10,Uttar Pradesh,Ambedkar Nagar,782,845,6,1633
2025-10,Uttar Pradesh,Amethi,769,722,30,1521
2025-10,Uttar Pradesh,Amroha,921,437,9,1367
2025-10,Uttar Pradesh,Auraiya,372,233,3,608
2025-10,Uttar Pradesh,Ayodhya,136,60,0,196
2025-10,Uttar Pradesh,Azamgarh,1131,2428,51,3610
2025-10,Uttar Pradesh,Baghpat,613,491,28,1132
2025-10,Uttar Pradesh,Bahraich,1409,2436,292,4137
2025-10,Uttar Pradesh,Ballia,856,1209,5,2070
2025-10,Uttar Pradesh,Balrampur,615,1216,52,1883
2025-10,Uttar Pradesh,Banda,548,655,14,1217
2025-10,Uttar Pradesh,Bara Banki,951,581,22,1554
2025-10,Uttar Pradesh,Barabanki,70,40,0,110
2025-10,Uttar Pradesh,Bareilly,1924,1187,167,3278
2025-10,Uttar Pradesh,Basti,972,1230,27,2229
2025-10,Uttar Pradesh,Bhadohi,54,78,0,132
2025-10,Uttar Pradesh,Bijnor,2918,791,11,3720
2025-10,Uttar Pradesh,Budaun,770,855,61,1686
2025-10,Uttar Pradesh,Bulandshahar,33,7,0,40
2025-10,Uttar Pradesh,Bulandshahr,1495,1024,35,2554
2025-10,Uttar Pradesh,Chandauli,506,510,7,1023
2025-10,Uttar Pradesh,Chitrakoot,659,547,4,1210
2025-10,Uttar Pradesh,Deoria,723,915,28,1666
2025-10,Uttar Pradesh,Etah,479,332,4,815
2025-10,Uttar Pradesh,Etawah,581,378,41,1000
